airline_id,airline,avail_seat_km_per_week,incidents_85_99,fatal_accidents_85_99,fatalities_85_99,incidents_00_14,fatal_accidents_00_14,fatalities_00_14
534,Kenya Airways,277414794,2,0,0,2,2,283
535,KLM*,1874561773,7,1,3,1,0,0
536,Korean Air,1734522605,12,5,425,1,0,0
537,LAN Airlines,1001965891,3,2,21,0,0,0
538,Lufthansa*,3426529504,6,1,2,3,0,0
539,Malaysia Airlines,1039171244,3,1,34,3,2,537
540,Pakistan International,348563137,8,3,234,10,2,46
541,Philippine Airlines,413007158,7,4,74,2,1,1
542,Qantas*,1917428984,1,0,0,5,0,0
543,Royal Air Maroc,295705339,5,3,51,3,0,0
544,SAS*,682971852,5,0,0,6,1,110
545,Saudi Arabian,859673901,7,2,313,11,0,0
546,Singapore Airlines,2376857805,2,2,6,2,1,83
547,South African,651502442,2,1,159,1,0,0
548,Southwest Airlines,3276525770,1,0,0,8,0,0
549,Sri Lankan / AirLanka,325582976,2,1,14,4,0,0
550,SWISS*,792601299,2,1,229,3,0,0
551,TACA,259373346,3,1,3,1,1,3
552,TAM,1509195646,8,3,98,7,2,188
553,TAP - Air Portugal,619130754,0,0,0,0,0,0
554,Thai Airways,1702802250,8,4,308,2,1,1
555,Turkish Airlines,1946098294,8,3,64,8,2,84
556,United / Continental*,7139291291,19,8,319,14,2,109
557,US Airways / America West*,2455687887,16,7,224,11,2,23
558,Vietna57m Airlines,625084918,7,3,171,1,0,0
559,Virgin Atlantic,1005248585,1,0,0,0,0,0
560,Xiamen Airlines,430462962,9,1,82,2,0,0
561,Aer Lingus,320906734,2,1,1,1,1,1
562,Aeroflot*,1197672318,76,14,128,6,1,88
563,Aerolineas Argentinas,385803648,6,0,0,1,0,0
564,Aeromexico*,596871813,3,1,64,5,0,0
565,Air Canada,1865253802,2,0,0,2,0,0
566,Air France,3004002661,14,4,79,6,2,337
567,Air India*,869253552,2,1,329,4,1,158
568,Air New Zealand*,710174817,3,0,0,5,1,7
569,Alaska Airlines*,965346773,5,0,0,5,1,88
570,Alitalia,698012498,7,2,50,4,0,0
571,All Nippon Airways,1841234177,3,1,1,7,0,0
572,American*,5228357340,21,5,101,17,3,416
573,Austrian Airlines,358239823,1,0,0,1,0,0
574,Avianca,396922563,5,3,323,0,0,0
575,British Airways*,3179760952,4,0,0,6,0,0
576,Cathay Pacific*,2582459303,0,0,0,2,0,0
577,China Airlines,813216487,12,6,535,2,1,225
578,Condor,417982610,2,1,16,0,0,0
579,COPA,550491507,3,1,47,0,0,0
580,Delta / Northwest*,6525658894,24,12,407,24,2,51
581,Egyptair,557699891,8,3,282,4,1,14
582,El Al,335448023,1,1,4,1,0,0
583,Ethiopian Airlines,488560643,25,5,167,5,2,92
584,Finnair,506464950,1,0,0,0,0,0
585,Garuda Indonesia,613356665,10,3,260,4,2,22
586,Gulf Air,301379762,1,0,0,3,1,143
587,Hawaiian Airlines,493877795,0,0,0,1,0,0
588,Iberia,1173203126,4,1,148,5,0,0
589,Japan Airlines,1574217531,3,1,520,0,0,0
590,Kenya Airways,277414794,2,0,0,2,2,283
591,KLM*,1874561773,7,1,3,1,0,0
592,Korean Air,1734522605,12,5,425,1,0,0
593,LAN Airlines,1001965891,3,2,21,0,0,0
594,Lufthansa*,3426529504,6,1,2,3,0,0
595,Malaysia Airlines,1039171244,3,1,34,3,2,537
596,Pakistan International,348563137,8,3,234,10,2,46
597,Philippine Airlines,413007158,7,4,74,2,1,1
598,Qantas*,1917428984,1,0,0,5,0,0
599,Royal Air Maroc,295705339,5,3,51,3,0,0
600,SAS*,682971852,5,0,0,6,1,110
601,Saudi Arabian,859673901,7,2,313,11,0,0
602,Singapore Airlines,2376857805,2,2,6,2,1,83
603,South African,651502442,2,1,159,1,0,0
604,Southwest Airlines,3276525770,1,0,0,8,0,0
605,Sri Lankan / AirLanka,325582976,2,1,14,4,0,0
606,SWISS*,792601299,2,1,229,3,0,0
607,TACA,259373346,3,1,3,1,1,3
608,TAM,1509195646,8,3,98,7,2,188
609,TAP - Air Portugal,619130754,0,0,0,0,0,0
610,Thai Airways,1702802250,8,4,308,2,1,1
611,Turkish Airlines,1946098294,8,3,64,8,2,84
612,United / Continental*,7139291291,19,8,319,14,2,109
613,US Airways / America West*,2455687887,16,7,224,11,2,23
614,Vietna57m Airlines,625084918,7,3,171,1,0,0
615,Virgin Atlantic,1005248585,1,0,0,0,0,0
616,Xiamen Airlines,430462962,9,1,82,2,0,0
617,Aer Lingus,320906734,2,1,1,1,1,1
618,Aeroflot*,1197672318,76,14,128,6,1,88
619,Aerolineas Argentinas,385803648,6,0,0,1,0,0
620,Aeromexico*,596871813,3,1,64,5,0,0
621,Air Canada,1865253802,2,0,0,2,0,0
622,Air France,3004002661,14,4,79,6,2,337
623,Air India*,869253552,2,1,329,4,1,158
624,Air New Zealand*,710174817,3,0,0,5,1,7
625,Alaska Airlines*,965346773,5,0,0,5,1,88
626,Alitalia,698012498,7,2,50,4,0,0
627,All Nippon Airways,1841234177,3,1,1,7,0,0
628,American*,5228357340,21,5,101,17,3,416
629,Austrian Airlines,358239823,1,0,0,1,0,0
630,Avianca,396922563,5,3,323,0,0,0
631,British Airways*,3179760952,4,0,0,6,0,0
632,Cathay Pacific*,2582459303,0,0,0,2,0,0
633,China Airlines,813216487,12,6,535,2,1,225
634,Condor,417982610,2,1,16,0,0,0
635,COPA,550491507,3,1,47,0,0,0
636,Delta / Northwest*,6525658894,24,12,407,24,2,51
637,Egyptair,557699891,8,3,282,4,1,14
638,El Al,335448023,1,1,4,1,0,0
639,Ethiopian Airlines,488560643,25,5,167,5,2,92
640,Finnair,506464950,1,0,0,0,0,0
641,Garuda Indonesia,613356665,10,3,260,4,2,22
642,Gulf Air,301379762,1,0,0,3,1,143
643,Hawaiian Airlines,493877795,0,0,0,1,0,0
644,Iberia,1173203126,4,1,148,5,0,0
645,Japan Airlines,1574217531,3,1,520,0,0,0
646,Kenya Airways,277414794,2,0,0,2,2,283
647,KLM*,1874561773,7,1,3,1,0,0
648,Korean Air,1734522605,12,5,425,1,0,0
649,LAN Airlines,1001965891,3,2,21,0,0,0
650,Lufthansa*,3426529504,6,1,2,3,0,0
651,Malaysia Airlines,1039171244,3,1,34,3,2,537
652,Pakistan International,348563137,8,3,234,10,2,46
653,Philippine Airlines,413007158,7,4,74,2,1,1
654,Qantas*,1917428984,1,0,0,5,0,0
655,Royal Air Maroc,295705339,5,3,51,3,0,0
656,SAS*,682971852,5,0,0,6,1,110
657,Saudi Arabian,859673901,7,2,313,11,0,0
658,Singapore Airlines,2376857805,2,2,6,2,1,83
659,South African,651502442,2,1,159,1,0,0
660,Southwest Airlines,3276525770,1,0,0,8,0,0
661,Sri Lankan / AirLanka,325582976,2,1,14,4,0,0
662,SWISS*,792601299,2,1,229,3,0,0
663,TACA,259373346,3,1,3,1,1,3
664,TAM,1509195646,8,3,98,7,2,188
665,TAP - Air Portugal,619130754,0,0,0,0,0,0
666,Thai Airways,1702802250,8,4,308,2,1,1
667,Turkish Airlines,1946098294,8,3,64,8,2,84
668,United / Continental*,7139291291,19,8,319,14,2,109
669,US Airways / America West*,2455687887,16,7,224,11,2,23
670,Vietna57m Airlines,625084918,7,3,171,1,0,0
671,Virgin Atlantic,1005248585,1,0,0,0,0,0
672,Xiamen Airlines,430462962,9,1,82,2,0,0
673,Aer Lingus,320906734,2,1,1,1,1,1
674,Aeroflot*,1197672318,76,14,128,6,1,88
675,Aerolineas Argentinas,385803648,6,0,0,1,0,0
676,Aeromexico*,596871813,3,1,64,5,0,0
677,Air Canada,1865253802,2,0,0,2,0,0
678,Air France,3004002661,14,4,79,6,2,337
679,Air India*,869253552,2,1,329,4,1,158
680,Air New Zealand*,710174817,3,0,0,5,1,7
681,Alaska Airlines*,965346773,5,0,0,5,1,88
682,Alitalia,698012498,7,2,50,4,0,0
683,All Nippon Airways,1841234177,3,1,1,7,0,0
684,American*,5228357340,21,5,101,17,3,416
685,Austrian Airlines,358239823,1,0,0,1,0,0
686,Avianca,396922563,5,3,323,0,0,0
687,British Airways*,3179760952,4,0,0,6,0,0
688,Cathay Pacific*,2582459303,0,0,0,2,0,0
689,China Airlines,813216487,12,6,535,2,1,225
690,Condor,417982610,2,1,16,0,0,0
691,COPA,550491507,3,1,47,0,0,0
692,Delta / Northwest*,6525658894,24,12,407,24,2,51
693,Egyptair,557699891,8,3,282,4,1,14
694,El Al,335448023,1,1,4,1,0,0
695,Ethiopian Airlines,488560643,25,5,167,5,2,92
696,Finnair,506464950,1,0,0,0,0,0
697,Garuda Indonesia,613356665,10,3,260,4,2,22
698,Gulf Air,301379762,1,0,0,3,1,143
699,Hawaiian Airlines,493877795,0,0,0,1,0,0
700,Iberia,1173203126,4,1,148,5,0,0
701,Japan Airlines,1574217531,3,1,520,0,0,0
702,Kenya Airways,277414794,2,0,0,2,2,283
703,KLM*,1874561773,7,1,3,1,0,0
704,Korean Air,1734522605,12,5,425,1,0,0
705,LAN Airlines,1001965891,3,2,21,0,0,0
706,Lufthansa*,3426529504,6,1,2,3,0,0
707,Malaysia Airlines,1039171244,3,1,34,3,2,537
708,Pakistan International,348563137,8,3,234,10,2,46
709,Philippine Airlines,413007158,7,4,74,2,1,1
710,Qantas*,1917428984,1,0,0,5,0,0
711,Royal Air Maroc,295705339,5,3,51,3,0,0
712,SAS*,682971852,5,0,0,6,1,110
713,Saudi Arabian,859673901,7,2,313,11,0,0
714,Singapore Airlines,2376857805,2,2,6,2,1,83
715,South African,651502442,2,1,159,1,0,0
716,Southwest Airlines,3276525770,1,0,0,8,0,0
717,Sri Lankan / AirLanka,325582976,2,1,14,4,0,0
718,SWISS*,792601299,2,1,229,3,0,0
719,TACA,259373346,3,1,3,1,1,3
720,TAM,1509195646,8,3,98,7,2,188
721,TAP - Air Portugal,619130754,0,0,0,0,0,0
722,Thai Airways,1702802250,8,4,308,2,1,1
723,Turkish Airlines,1946098294,8,3,64,8,2,84
724,United / Continental*,7139291291,19,8,319,14,2,109
725,US Airways / America West*,2455687887,16,7,224,11,2,23
726,Vietna57m Airlines,625084918,7,3,171,1,0,0
727,Virgin Atlantic,1005248585,1,0,0,0,0,0
728,Xiamen Airlines,430462962,9,1,82,2,0,0
729,Aer Lingus,320906734,2,1,1,1,1,1
730,Aeroflot*,1197672318,76,14,128,6,1,88
731,Aerolineas Argentinas,385803648,6,0,0,1,0,0
732,Aeromexico*,596871813,3,1,64,5,0,0
733,Air Canada,1865253802,2,0,0,2,0,0
734,Air France,3004002661,14,4,79,6,2,337
735,Air India*,869253552,2,1,329,4,1,158
736,Air New Zealand*,710174817,3,0,0,5,1,7
737,Alaska Airlines*,965346773,5,0,0,5,1,88
738,Alitalia,698012498,7,2,50,4,0,0
739,All Nippon Airways,1841234177,3,1,1,7,0,0
740,American*,5228357340,21,5,101,17,3,416
741,Austrian Airlines,358239823,1,0,0,1,0,0
742,Avianca,396922563,5,3,323,0,0,0
743,British Airways*,3179760952,4,0,0,6,0,0
744,Cathay Pacific*,2582459303,0,0,0,2,0,0
745,China Airlines,813216487,12,6,535,2,1,225
746,Condor,417982610,2,1,16,0,0,0
747,COPA,550491507,3,1,47,0,0,0
748,Delta / Northwest*,6525658894,24,12,407,24,2,51
749,Egyptair,557699891,8,3,282,4,1,14
750,El Al,335448023,1,1,4,1,0,0
751,Ethiopian Airlines,488560643,25,5,167,5,2,92
752,Finnair,506464950,1,0,0,0,0,0
753,Garuda Indonesia,613356665,10,3,260,4,2,22
754,Gulf Air,301379762,1,0,0,3,1,143
755,Hawaiian Airlines,493877795,0,0,0,1,0,0
756,Iberia,1173203126,4,1,148,5,0,0
757,Japan Airlines,1574217531,3,1,520,0,0,0
758,Kenya Airways,277414794,2,0,0,2,2,283
759,KLM*,1874561773,7,1,3,1,0,0
760,Korean Air,1734522605,12,5,425,1,0,0
761,LAN Airlines,1001965891,3,2,21,0,0,0
762,Lufthansa*,3426529504,6,1,2,3,0,0
763,Malaysia Airlines,1039171244,3,1,34,3,2,537
764,Pakistan International,348563137,8,3,234,10,2,46
765,Philippine Airlines,413007158,7,4,74,2,1,1
766,Qantas*,1917428984,1,0,0,5,0,0
767,Royal Air Maroc,295705339,5,3,51,3,0,0
768,SAS*,682971852,5,0,0,6,1,110
769,Saudi Arabian,859673901,7,2,313,11,0,0
770,Singapore Airlines,2376857805,2,2,6,2,1,83
771,South African,651502442,2,1,159,1,0,0
772,Southwest Airlines,3276525770,1,0,0,8,0,0
773,Sri Lankan / AirLanka,325582976,2,1,14,4,0,0
774,SWISS*,792601299,2,1,229,3,0,0
775,TACA,259373346,3,1,3,1,1,3
776,TAM,1509195646,8,3,98,7,2,188
777,TAP - Air Portugal,619130754,0,0,0,0,0,0
778,Thai Airways,1702802250,8,4,308,2,1,1
779,Turkish Airlines,1946098294,8,3,64,8,2,84
780,United / Continental*,7139291291,19,8,319,14,2,109
781,US Airways / America West*,2455687887,16,7,224,11,2,23
782,Vietna57m Airlines,625084918,7,3,171,1,0,0
783,Virgin Atlantic,1005248585,1,0,0,0,0,0
784,Xiamen Airlines,430462962,9,1,82,2,0,0
785,Aer Lingus,320906734,2,0,0,0,0,0
786,Aeroflot*,1197672318,76,14,128,6,1,88
787,Aerolineas Argentinas,385803648,6,0,0,1,0,0
788,Aeromexico*,596871813,3,1,64,5,0,0
789,Air Canada,1865253802,2,0,0,2,0,0
790,Air France,3004002661,14,4,79,6,2,337
791,Air India*,869253552,2,1,329,4,1,158
792,Air New Zealand*,710174817,3,0,0,5,1,7
793,Alaska Airlines*,965346773,5,0,0,5,1,88
794,Alitalia,698012498,7,2,50,4,0,0
795,All Nippon Airways,1841234177,3,1,1,7,0,0
796,American*,5228357340,21,5,101,17,3,416
797,Austrian Airlines,358239823,1,0,0,1,0,0
798,Avianca,396922563,5,3,323,0,0,0
799,British Airways*,3179760952,4,0,0,6,0,0
800,Cathay Pacific*,2582459303,0,0,0,2,0,0
801,China Airlines,813216487,12,6,535,2,1,225
802,Condor,417982610,2,1,16,0,0,0
803,COPA,550491507,3,1,47,0,0,0
804,Delta / Northwest*,6525658894,24,12,407,24,2,51
805,Egyptair,557699891,8,3,282,4,1,14
806,El Al,335448023,1,1,4,1,0,0
807,Ethiopian Airlines,488560643,25,5,167,5,2,92
808,Finnair,506464950,1,0,0,0,0,0
809,Garuda Indonesia,613356665,10,3,260,4,2,22
810,Gulf Air,301379762,1,0,0,3,1,143
811,Hawaiian Airlines,493877795,0,0,0,1,0,0
812,Iberia,1173203126,4,1,148,5,0,0
813,Japan Airlines,1574217531,3,1,520,0,0,0
814,Kenya Airways,277414794,2,0,0,2,2,283
815,KLM*,1874561773,7,1,3,1,0,0
816,Korean Air,1734522605,12,5,425,1,0,0
817,LAN Airlines,1001965891,3,2,21,0,0,0
818,Lufthansa*,3426529504,6,1,2,3,0,0
819,Malaysia Airlines,1039171244,3,1,34,3,2,537
820,Pakistan International,348563137,8,3,234,10,2,46
821,Philippine Airlines,413007158,7,4,74,2,1,1
822,Qantas*,1917428984,1,0,0,5,0,0
823,Royal Air Maroc,295705339,5,3,51,3,0,0
824,SAS*,682971852,5,0,0,6,1,110
825,Saudi Arabian,859673901,7,2,313,11,0,0
826,Singapore Airlines,2376857805,2,2,6,2,1,83
827,South African,651502442,2,1,159,1,0,0
828,Southwest Airlines,3276525770,1,0,0,8,0,0
829,Sri Lankan / AirLanka,325582976,2,1,14,4,0,0
830,SWISS*,792601299,2,1,229,3,0,0
831,TACA,259373346,3,1,3,1,1,3
832,TAM,1509195646,8,3,98,7,2,188
833,TAP - Air Portugal,619130754,0,0,0,0,0,0
834,Thai Airways,1702802250,8,4,308,2,1,1
835,Turkish Airlines,1946098294,8,3,64,8,2,84
836,United / Continental*,7139291291,19,8,319,14,2,109
837,US Airways / America West*,2455687887,16,7,224,11,2,23
838,Vietna57m Airlines,625084918,7,3,171,1,0,0
839,Virgin Atlantic,1005248585,1,0,0,0,0,0
840,Xiamen Airlines,430462962,9,1,82,2,0,0
841,Aer Lingus,320906734,2,1,1,1,1,1
842,Aeroflot*,1197672318,76,14,128,6,1,88
843,Aerolineas Argentinas,385803648,6,0,0,1,0,0
844,Aeromexico*,596871813,3,1,64,5,0,0
845,Air Canada,1865253802,2,0,0,2,0,0
846,Air France,3004002661,14,4,79,6,2,337
847,Air India*,869253552,2,1,329,4,1,158
848,Air New Zealand*,710174817,3,0,0,5,1,7
849,Alaska Airlines*,965346773,5,0,0,5,1,88
850,Alitalia,698012498,7,2,50,4,0,0
851,All Nippon Airways,1841234177,3,1,1,7,0,0
852,American*,5228357340,21,5,101,17,3,416
853,Austrian Airlines,358239823,1,0,0,1,0,0
854,Avianca,396922563,5,3,323,0,0,0
855,British Airways*,3179760952,4,0,0,6,0,0
856,Cathay Pacific*,2582459303,0,0,0,2,0,0
857,China Airlines,813216487,12,6,535,2,1,225
858,Condor,417982610,2,1,16,0,0,0
859,COPA,550491507,3,1,47,0,0,0
860,Delta / Northwest*,6525658894,24,12,407,24,2,51
861,Egyptair,557699891,8,3,282,4,1,14
862,El Al,335448023,1,1,4,1,0,0
863,Ethiopian Airlines,488560643,25,5,167,5,2,92
864,Finnair,506464950,1,0,0,0,0,0
865,Garuda Indonesia,613356665,10,3,260,4,2,22
866,Gulf Air,301379762,1,0,0,3,1,143
867,Hawaiian Airlines,493877795,0,0,0,1,0,0
868,Iberia,1173203126,4,1,148,5,0,0
869,Japan Airlines,1574217531,3,1,520,0,0,0
870,Kenya Airways,277414794,2,0,0,2,2,283
871,KLM*,1874561773,7,1,3,1,0,0
872,Korean Air,1734522605,12,5,425,1,0,0
873,LAN Airlines,1001965891,3,2,21,0,0,0
874,Lufthansa*,3426529504,6,1,2,3,0,0
875,Malaysia Airlines,1039171244,3,1,34,3,2,537
876,Pakistan International,348563137,8,3,234,10,2,46
877,Philippine Airlines,413007158,7,4,74,2,1,1
878,Qantas*,1917428984,1,0,0,5,0,0
879,Royal Air Maroc,295705339,5,3,51,3,0,0
880,SAS*,682971852,5,0,0,6,1,110
881,Saudi Arabian,859673901,7,2,313,11,0,0
882,Singapore Airlines,2376857805,2,2,6,2,1,83
883,South African,651502442,2,1,159,1,0,0
884,Southwest Airlines,3276525770,1,0,0,8,0,0
885,Sri Lankan / AirLanka,325582976,2,1,14,4,0,0
886,SWISS*,792601299,2,1,229,3,0,0
887,TACA,259373346,3,1,3,1,1,3
888,TAM,1509195646,8,3,98,7,2,188
889,TAP - Air Portugal,619130754,0,0,0,0,0,0
890,Thai Airways,1702802250,8,4,308,2,1,1
891,Turkish Airlines,1946098294,8,3,64,8,2,84
892,United / Continental*,7139291291,19,8,319,14,2,109
893,US Airways / America West*,2455687887,16,7,224,11,2,23
894,Vietna57m Airlines,625084918,7,3,171,1,0,0
895,Virgin Atlantic,1005248585,1,0,0,0,0,0
896,Xiamen Airlines,430462962,9,1,82,2,0,0
897,Aer Lingus,320906734,2,1,1,1,1,1
898,Aeroflot*,1197672318,76,14,128,6,1,88
899,Aerolineas Argentinas,385803648,6,0,0,1,0,0
900,Aeromexico*,596871813,3,1,64,5,0,0
901,Air Canada,1865253802,2,0,0,2,0,0
902,Air France,3004002661,14,4,79,6,2,337
903,Air India*,869253552,2,1,329,4,1,158
904,Air New Zealand*,710174817,3,0,0,5,1,7
905,Alaska Airlines*,965346773,5,0,0,5,1,88
906,Alitalia,698012498,7,2,50,4,0,0
907,All Nippon Airways,1841234177,3,1,1,7,0,0
908,American*,5228357340,21,5,101,17,3,416
909,Austrian Airlines,358239823,1,0,0,1,0,0
910,Avianca,396922563,5,3,323,0,0,0
911,British Airways*,3179760952,4,0,0,6,0,0
912,Cathay Pacific*,2582459303,0,0,0,2,0,0
913,China Airlines,813216487,12,6,535,2,1,225
914,Condor,417982610,2,1,16,0,0,0
915,COPA,550491507,3,1,47,0,0,0
916,Delta / Northwest*,6525658894,24,12,407,24,2,51
917,Egyptair,557699891,8,3,282,4,1,14
918,El Al,335448023,1,1,4,1,0,0
919,Ethiopian Airlines,488560643,25,5,167,5,2,92
920,Finnair,506464950,1,0,0,0,0,0
921,Garuda Indonesia,613356665,10,3,260,4,2,22
922,Gulf Air,301379762,1,0,0,3,1,143
923,Hawaiian Airlines,493877795,0,0,0,1,0,0
924,Iberia,1173203126,4,1,148,5,0,0
925,Japan Airlines,1574217531,3,1,520,0,0,0
926,Kenya Airways,277414794,2,0,0,2,2,283
927,KLM*,1874561773,7,1,3,1,0,0
928,Korean Air,1734522605,12,5,425,1,0,0
929,LAN Airlines,1001965891,3,2,21,0,0,0
930,Lufthansa*,3426529504,6,1,2,3,0,0
931,Malaysia Airlines,1039171244,3,1,34,3,2,537
932,Pakistan International,348563137,8,3,234,10,2,46
933,Philippine Airlines,413007158,7,4,74,2,1,1
934,Qantas*,1917428984,1,0,0,5,0,0
935,Royal Air Maroc,295705339,5,3,51,3,0,0
936,SAS*,682971852,5,0,0,6,1,110
937,Saudi Arabian,859673901,7,2,313,11,0,0
938,Singapore Airlines,2376857805,2,2,6,2,1,83
939,South African,651502442,2,1,159,1,0,0
940,Southwest Airlines,3276525770,1,0,0,8,0,0
941,Sri Lankan / AirLanka,325582976,2,1,14,4,0,0
942,SWISS*,792601299,2,1,229,3,0,0
943,TACA,259373346,3,1,3,1,1,3
944,TAM,1509195646,8,3,98,7,2,188
945,TAP - Air Portugal,619130754,0,0,0,0,0,0
946,Thai Airways,1702802250,8,4,308,2,1,1
947,Turkish Airlines,1946098294,8,3,64,8,2,84
948,United / Continental*,7139291291,19,8,319,14,2,109
949,US Airways / America West*,2455687887,16,7,224,11,2,23
950,Vietna57m Airlines,625084918,7,3,171,1,0,0
951,Virgin Atlantic,1005248585,1,0,0,0,0,0
952,Xiamen Airlines,430462962,9,1,82,2,0,0
953,Aer Lingus,320906734,2,1,1,1,1,1
954,Aeroflot*,1197672318,76,14,128,6,1,88
955,Aerolineas Argentinas,385803648,6,0,0,1,0,0
956,Aeromexico*,596871813,3,1,64,5,0,0
957,Air Canada,1865253802,2,0,0,2,0,0
958,Air France,3004002661,14,4,79,6,2,337
959,Air India*,869253552,2,1,329,4,1,158
960,Air New Zealand*,710174817,3,0,0,5,1,7
961,Alaska Airlines*,965346773,5,0,0,5,1,88
962,Alitalia,698012498,7,2,50,4,0,0
963,All Nippon Airways,1841234177,3,1,1,7,0,0
964,American*,5228357340,21,5,101,17,3,416
965,Austrian Airlines,358239823,1,0,0,1,0,0
966,Avianca,396922563,5,3,323,0,0,0
967,British Airways*,3179760952,4,0,0,6,0,0
968,Cathay Pacific*,2582459303,0,0,0,2,0,0
969,China Airlines,813216487,12,6,535,2,1,225
970,Condor,417982610,2,1,16,0,0,0
971,COPA,550491507,3,1,47,0,0,0
972,Delta / Northwest*,6525658894,24,12,407,24,2,51
973,Egyptair,557699891,8,3,282,4,1,14
974,El Al,335448023,1,1,4,1,0,0
975,Ethiopian Airlines,488560643,25,5,167,5,2,92
976,Finnair,506464950,1,0,0,0,0,0
977,Garuda Indonesia,613356665,10,3,260,4,2,22
978,Gulf Air,301379762,1,0,0,3,1,143
979,Hawaiian Airlines,493877795,0,0,0,1,0,0
980,Iberia,1173203126,4,1,148,5,0,0
981,Japan Airlines,1574217531,3,1,520,0,0,0
982,Kenya Airways,277414794,2,0,0,2,2,283
983,KLM*,1874561773,7,1,3,1,0,0
984,Korean Air,1734522605,12,5,425,1,0,0
985,LAN Airlines,1001965891,3,2,21,0,0,0
986,Lufthansa*,3426529504,6,1,2,3,0,0
987,Malaysia Airlines,1039171244,3,1,34,3,2,537
988,Pakistan International,348563137,8,3,234,10,2,46
989,Philippine Airlines,413007158,7,4,74,2,1,1
990,Qantas*,1917428984,1,0,0,5,0,0
991,Royal Air Maroc,295705339,5,3,51,3,0,0
992,SAS*,682971852,5,0,0,6,1,110
993,Saudi Arabian,859673901,7,2,313,11,0,0
994,Singapore Airlines,2376857805,2,2,6,2,1,83
995,South African,651502442,2,1,159,1,0,0
996,Southwest Airlines,3276525770,1,0,0,8,0,0
997,Sri Lankan / AirLanka,325582976,2,1,14,4,0,0
998,SWISS*,792601299,2,1,229,3,0,0
999,TACA,259373346,3,1,3,1,1,3
1000,TAM,1509195646,8,3,98,7,2,188
1001,TAP - Air Portugal,619130754,0,0,0,0,0,0
1002,Thai Airways,1702802250,8,4,308,2,1,1
1003,Turkish Airlines,1946098294,8,3,64,8,2,84
1004,United / Continental*,7139291291,19,8,319,14,2,109
1005,US Airways / America West*,2455687887,16,7,224,11,2,23
1006,Vietna57m Airlines,625084918,7,3,171,1,0,0
1007,Virgin Atlantic,1005248585,1,0,0,0,0,0
1008,Xiamen Airlines,430462962,9,1,82,2,0,0
1009,Aer Lingus,320906734,2,1,1,1,1,1
1010,Aeroflot*,1197672318,76,14,128,6,1,88
1011,Aerolineas Argentinas,385803648,6,0,0,1,0,0
1012,Aeromexico*,596871813,3,1,64,5,0,0
1013,Air Canada,1865253802,2,0,0,2,0,0
1014,Air France,3004002661,14,4,79,6,2,337
1015,Air India*,869253552,2,1,329,4,1,158
1016,Air New Zealand*,710174817,3,0,0,5,1,7
1017,Alaska Airlines*,965346773,5,0,0,5,1,88
1018,Alitalia,698012498,7,2,50,4,0,0
1019,All Nippon Airways,1841234177,3,1,1,7,0,0
1020,American*,5228357340,21,5,101,17,3,416
1021,Austrian Airlines,358239823,1,0,0,1,0,0
1022,Avianca,396922563,5,3,323,0,0,0
1023,British Airways*,3179760952,4,0,0,6,0,0
1024,Cathay Pacific*,2582459303,0,0,0,2,0,0
1025,China Airlines,813216487,12,6,535,2,1,225
1026,Condor,417982610,2,1,16,0,0,0
1027,COPA,550491507,3,1,47,0,0,0
1028,Delta / Northwest*,6525658894,24,12,407,24,2,51
1029,Egyptair,557699891,8,3,282,4,1,14
1030,El Al,335448023,1,1,4,1,0,0
1031,Ethiopian Airlines,488560643,25,5,167,5,2,92
1032,Finnair,506464950,1,0,0,0,0,0
1033,Garuda Indonesia,613356665,10,3,260,4,2,22
1034,Gulf Air,301379762,1,0,0,3,1,143
1035,Hawaiian Airlines,493877795,0,0,0,1,0,0
1036,Iberia,1173203126,4,1,148,5,0,0
1037,Japan Airlines,1574217531,3,1,520,0,0,0
1038,Kenya Airways,277414794,2,0,0,2,2,283
1039,KLM*,1874561773,7,1,3,1,0,0
1040,Korean Air,1734522605,12,5,425,1,0,0
1041,LAN Airlines,1001965891,3,2,21,0,0,0
1042,Lufthansa*,3426529504,6,1,2,3,0,0
1043,Malaysia Airlines,1039171244,3,1,34,3,2,537
1044,Pakistan International,348563137,8,3,234,10,2,46
1045,Philippine Airlines,413007158,7,4,74,2,1,1
1046,Qantas*,1917428984,1,0,0,5,0,0
1047,Royal Air Maroc,295705339,5,3,51,3,0,0
1048,SAS*,682971852,5,0,0,6,1,110
1049,Saudi Arabian,859673901,7,2,313,11,0,0
1050,Singapore Airlines,2376857805,2,2,6,2,1,83
1051,South African,651502442,2,1,159,1,0,0
1052,Southwest Airlines,3276525770,1,0,0,8,0,0
1053,Sri Lankan / AirLanka,325582976,2,1,14,4,0,0
1054,SWISS*,792601299,2,1,229,3,0,0
1055,TACA,259373346,3,1,3,1,1,3
1056,TAM,1509195646,8,3,98,7,2,188
1057,TAP - Air Portugal,619130754,0,0,0,0,0,0
1058,Thai Airways,1702802250,8,4,308,2,1,1
1059,Turkish Airlines,1946098294,8,3,64,8,2,84
1060,United / Continental*,7139291291,19,8,319,14,2,109
1061,US Airways / America West*,2455687887,16,7,224,11,2,23
1062,Vietna57m Airlines,625084918,7,3,171,1,0,0
1063,Virgin Atlantic,1005248585,1,0,0,0,0,0
1064,Xiamen Airlines,430462962,9,1,82,2,0,0
1065,Aer Lingus,320906734,2,1,1,1,1,1
